"BIFS";"No";"0";;;"Blakely Island Field Station";"http://www.spu.edu/depts/biology/blakely/";"48.554";"-122.805";NULL;NULL;NULL;NULL;NULL;NULL;"TEMPFOR";"WA";"US";
"BIMBFS";"No";"0";;;"Bimini Biological Field Station";"http://www6.miami.edu/sharklab/atthelab.html";"25.7";"-79.3";NULL;NULL;NULL;NULL;NULL;NULL;"OCEAN";NULL;"BS";
"BIS";"No";"0";;"2008-04-04 17:38:11";"Bisley Experimental Watersheds";"http://luq.lternet.edu/";"18.29166";"-65.7916";NULL;NULL;NULL;"23.3";"350";;"TROPFOR";"PR";"US";"Bisley-Luquillo_Experimental_Forest.pdf"
"BKG";"No";"0";;"2008-04-11 12:20:14";"Broken Kettle Grasslands";"http://www.nature.org/wherewework/northamerica/states/iowa/preserves/art2210.html";"42.706663";"-96.563";"345";"450";"397.5";"9";"61";;"PRAIRIE";"IA";"US";"Broken_Kettle_Grasslands.pdf"
"BKX";"No";"0";;"2008-04-09 15:49:34";"Brookings AmeriFlux Tower";"http://public.ornl.gov/ameriflux/Site_Info/siteInfo.cfm?KEYID=us.brookings.01";"44.345";"-96.836";"0";"0";"0";"6.9";"6";;"PASTURE";"SD";"US";"Brookings_AmeriFlux_Tower.pdf"
"BLA";"No";"0";;;"Blacks Mountain Experimental Forest";"http://www.fs.fed.us/psw/";"40.67";"-121.17";NULL;NULL;NULL;"9.7";"36.4";NULL;"TEMPFOR";"CA";"US";
"BLO";"No";"0";;;"Blodgett Forest Research Station";"http://ecology.cnr.berkeley.edu/properties/blodgett.html";"38.895";"-120.633";"1315";"1315";"1315";"12";"166";"http://ecology.cnr.berkeley.edu/properties/blodgett.html";"TEMPFOR";"CA";"US";
"BLORR";"No";"0";;"2008-04-08 16:26:39";"Blue Oak Ranch Reserve";"http://nrs.ucop.edu/blue_oak_ranch.htm";"37.368";"-121.725";"454";"870";"662";"14";"60.27";;"GRASS-SHRUB";"CA";"US";
"BLOS";"No";"0";;;"Boulder Open Space";"http://www.co.boulder.co.us/openspace/";"40.06";"-105.207";"1580";"1595";"1587.5";"8.9";"45";NULL;"URBAN";"CO";"US";
"BMFL";"No";"0";;;"Baruch Marine Field Laboratory";"http://links.baruch.sc.edu/BWBIMCSservices.htm";"33.35";"-79.193";"0";"0";"0";"20";"107";NULL;"OCEAN";"SC";"US";
"BMS";"No";"0";;"2008-06-03 19:22:26";"Bamfield Marine Station";"http://bms.bc.ca/";"48.834";"-125.133";NULL;NULL;NULL;NULL;NULL;;"OCEAN";;"CA";
"BMTN";"No";"0";;;"Blue Mountain";"http://www.sagestep.org/locations/blue_mt.html";"41.82";"-120.86";"1463";"1645.9";"1554.45";"8";"37.5";NULL;"SAGEBRUSH";"CA";"US";
"BNF";"No";"0";;"2008-04-11 09:48:25";"Bankhead National Forest";"http://www.fs.fed.us/r8/alabama/forests/bankhead/index.shtml";"34.3018";"-87.3734";"180";"275";"227.5";"17.6";"149";;"TEMPFOR";"AL";"US";"Bankhead_National_Forest.pdf"
"BOTG";"No";"0";;;"Botanical Gardens at University of California, Berkeley";"http://botanicalgarden.berkeley.edu/";"37.87785";"-122.24357";NULL;NULL;NULL;NULL;NULL;NULL;"URBAN";"CA";"US";
"BOU";"No";"0";;;"Bousson Experimental Forest";"http://merlin.allegheny.edu/employee/r/rbowden/";"41.589";"-80.048";"0";"0";"372";"8.3";"105";NULL;"TEMPFOR";"PA";"US";
"BP";"No";"0";;"2008-04-04 17:44:34";"Bosque del Pueblo";"http://www.casapueblo.org/english/index.html";"18.186";"-66.6822";"350";"725";"537.5";"21.6";"187";;"TROPFOR";"PR";"US";"Bosque_del_Pueblo.pdf"
"BPRR";"No";"0";;;"Burns Pinon Ridge Reserve";"http://nrs.ucop.edu/Reserves/burns/description.html";"34.135652";"-116.456912";NULL;NULL;NULL;NULL;NULL;NULL;"DESERT-HOT";"CA";"US";
"BRCR";"No";"0";;;"Bridge Creek";"http://www.sagestep.org/locations/bridge_crk.html";"44.48";"-120.22";"792.5";"868.7";"830.6";"8";"37.5";NULL;"SAGEBRUSH";"OR";"US";
"BRF";"No";"0";;"2008-04-09 15:10:18";"Black Rock Forest";"http://www.blackrockforest.org/";"41.398";"-74.002";"110";"450";"280";"10.4";"119";;"TEMPFOR";"NY";"US";"Black_Rock_Forest.pdf"
"BROOKER";"No";"0";;;"Brooker Creek Preserve";"http://www.pinellascounty.org/Environment/pagesHTML/envLands/el1000.html#brookeCreek";"28.137";"-82.674";NULL;NULL;NULL;NULL;NULL;NULL;"WETLAND";"FL";"US";
"BRUN";"No";"0";;;"Brunswick Site (GCE)";"http://gce-lter.marsci.uga.edu/lter/asp/db/sitedetails.asp?units=deg&polygon=0&site=BRUNSWICK";"31.167225";"-81.500205";NULL;NULL;NULL;NULL;NULL;NULL;"ESTU";"GA";"US";
"BSBS";"No";"0";;"2008-04-11 09:52:40";"Bull Shoals Biological Station";"http://www.bullshoals.missouristate.edu/";"36.5718";"-93.0572";"183";"335";"259";"17";"109";;"TEMPFOR";"MO";"US";"Bull_Shoals_Field_Station.pdf"
"BSFS";"No";"0";;;"Box Springs Field Station";"http://www.werc.usgs.gov/boxsprings/index.html";"33.91439";"-117.26359";NULL;NULL;NULL;NULL;NULL;NULL;"DESERT-HOT";"CA";"US";
"BSSB";"No";"0";;;"Bowdoin Scientific Station";"http://academic.bowdoin.edu/kent_island/";"44.501";"-66.834";NULL;NULL;NULL;NULL;NULL;NULL;"COASTAL-TEMP";"ME";"US";
"BUC";"No";"0";;;"Buckeye";"http://caplter.asu.edu";"33.68";"-112.7";"460";"480";"470";"21.6";"20.1";NULL;"URBAN";"AZ";"US";
"BVEF";"No";"0";;"2008-06-10 17:24:41";"Blue Valley Experimental Forest";"http://www.srs.fs.usda.gov/organization/exforest/";"35.01111";"-83.23777";"0";"0";"0";"0";"0";;"TEMPFOR";"NC";"US";
"BWF";"No";"0";;"2008-06-03 19:03:10";"Baldwin Woods Forest Preserve";"http://www.ksr.ku.edu/about/html/baldwin.htm";"38.81";"-95.19";"290";"345";"317.5";"13.6";"101";;"SAVANNA";"KS";"US";
"CAEF";"No";"0";;;"John C. Calhoun Experimental Forest";"http://www.srs.fs.usda.gov/organization/exforest/";"34.625";"-81.70833";NULL;NULL;NULL;NULL;NULL;NULL;"TEMPFOR";"SC";"US";
"CALSG";"No";"0";;;"CalCOFI sampling grid";"http://www.calcofi.org/newhome/info/program_info.htm";"32.8736";"-120.2798";"0";"0";"0";NULL;NULL;NULL;"OCEAN";"CA";"US";
"CAP";"No";"0";;"2008-04-07 11:55:33";"Central Arizona - Phoenix Urban LTER";"http://www.lternet.edu/sites/cap/";"33.427";"-111.933";"387";"400";"393.5";"21";"18";;"URBAN";"AZ";"US";"Central_Arizona-Phoenix.pdf"
"CARR";"No";"0";;;"Chickering American River Reserve";"http://nrs.ucop.edu/Chickering-American-River.htm";"39.2467";"-120.3253";"1830";"2470";"2150";"8";"125";NULL;"TEMPFOR";"CA";"US";
"CATEI";"No";"0";;;"Catamount Institute";"http://catamountinstitute.org/";"38.917";"-105.1";NULL;NULL;NULL;NULL;NULL;NULL;"ALPINE";"CO";"US";
"CBFS";"No";"0";;;"Cornell Biological Field Station";"http://www.dnr.cornell.edu/fieldst/cbfs.htm";"43.17";"-75.968";NULL;NULL;NULL;NULL;NULL;NULL;"AQUATIC";"NY";"US";
"CBLK";"No";"0";;;"Crystal Bog Lake";"http://benthos.limnology.wisc.edu:8080/gleonweb/GleonWebServlet?mode=content&lake_id=7";"46.005556";"-89.604167";NULL;NULL;NULL;NULL;NULL;NULL;"AQUATIC";"WI";"US";
"CBV";"No";"0";;"2008-04-11 10:48:50";"Camp Bonneville, WA";"http://www.co.clark.wa.us/public-works/campbonn/planxtras/section_2.htm";"45.666";"-122.417";"30";"200";"115";"10.6";"156";;"URBAN";"WA";"US";"Camp_Bonneville_Urban_Fringe_Site.pdf"
"CCNHA";"No";"0";;"2008-04-11 12:24:13";"Cedar Creek Natural History Area";"http://www.lter.umn.edu/";"45.42";"-93.2";"175";"288";"231.5";"6.6";"68.9";;"WETLAND";"MN";"US";"Cedar Creek Natural History Area.pdf"
"CCWFS";"No";"0";;;"Coe College Wilderness Field Station";"http://www.public.coe.edu/fieldstation/index.html";"47.995";"-91.831";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"IL";"US";
"CDRRC";"No";"0";;"2008-07-25 10:59:27";"Chihuahuan Desert Rangeland Research Center";"http://spectre.nmsu.edu/dept/welcome.html?t=cdrr";"32.530644";"-106.804208";"1219.2";"1524";"1371.6";"0";"0";;"GRASS-SHRUB";"NM";"US";
"CEET";"No";"0";;"2007-10-30 13:15:24";"Center for Ecology and Environmental Technology";"http://ceet.louisiana.edu/";"30.3";"92";NULL;NULL;NULL;NULL;NULL;;"ESTU";"LA";"US";
"CEF";"No";"0";;"2008-04-09 17:09:04";"Coram Experimental Forest";"http://www.fs.fed.us/rm/ecology/demo/coram/";"48.38";"-113.98";"1006";"1942";"1474";"6.5";"113";;"TEMPFOR";"MT";"US";"Coram_Experimental_Forest.pdf"
"CES";"No";"0";;"2008-04-09 16:08:46";"Cottonwood Experimental Station";"http://ars.sdstate.edu/CottonwoodStation/index.htm";"43.94";"-101.85";NULL;NULL;NULL;"7.7";"43.6";;"RANGE";"SD";"US";"Cottonwood_Range_and_Livestock_Research_Station.pdf"
"CF";"No";"0";;;"CutFoot Experimental Forest";"http://nrs.fs.fed.us/ef/locations/mn/cutfoot/";"47.66667";"-94.083333";NULL;NULL;NULL;NULL;"57";NULL;"TEMPFOR";"MN";"US";
"CFCUM";"No";"0";;;"Cloquet Forestry Center";"http://www.cnr.umn.edu/cfc";"46.705";"-92.522";NULL;NULL;NULL;NULL;NULL;NULL;"TEMPFOR";"MN";"US";
"CFFS";"No";"0";;;"Clark Fork Field Station";NULL;"48.15";"-116.152";NULL;NULL;NULL;NULL;NULL;NULL;"TEMPFOR";"ID";"US";
"CGC";"No";"0";;;"Conard Environmental Research Area";"http://www.grinnell.edu/academic/biology/cera/";"41.713";"-92.879";NULL;NULL;NULL;NULL;NULL;NULL;"PRAIRIE";"IA";"US";
"CGCC";"No";"0";;;"Columbia-Greene Community College";"http://www.sunycgcc.edu";"38.75";"-79.5";NULL;NULL;NULL;NULL;NULL;NULL;"URBAN";"NY";"US";
"CGE";"No";"0";;;"Central Georgia Coast (GCE)";"http://gce-lter.marsci.uga.edu/lter/asp/db/sitedetails.asp?units=deg&polygon=0&site=CentralCst";"31.372861";"-81.404096";NULL;NULL;NULL;NULL;NULL;NULL;"ESTU";"GA";"US";
"CGR";"No";"0";;"2008-04-09 15:54:35";"Central Grassland Research Extension Center";"http://www.ag.ndsu.nodak.edu/streeter/";"46.66";"-99.36";"0";"0";"0";"4";"0";;"RANGE";"ND";"US";"Central_Grasslands_Research_Extension_Center.pdf"
"CHAP";"No";"0";;;"Chapala Ecology Station";"http://www.baylor.edu/ces/";"21";"-102";NULL;NULL;NULL;NULL;NULL;NULL;"TROPFOR";NULL;"MX";
"CHBRE";"No";"0";;"2008-04-08 13:35:04";"Chesapeake Bay Reserve";"http://www.nerrs.noaa.gov/ChesapeakeBayMD/welcome.html";"38.7807";"-76.7081";"0";NULL;NULL;NULL;NULL;"The Chesapeake Bay is the largest estuary in the United States and is one of the most productive bodies of water in the world. It lies on the Atlantic Coastal plain in the Chesapeake Bay subregion of the Virginian Biogeographic Region. Roughly half of the Bay lies within the state of Maryland. ";"ESTU";"MD";"US";
"CHDM";"No";"0";;;"Chaffey Dam";"http://benthos.limnology.wisc.edu:8080/gleonweb/GleonWebServlet?mode=characteristics&lake_id=14";"-31.345556";"151.138194";NULL;NULL;NULL;NULL;NULL;NULL;"AQUATIC";NULL;"AU";
"CHE";"No";"0";;"2008-04-11 10:57:44";"Cascade Head Experimental Forest";"http://www.fsl.orst.edu/chef/";"45.07";"-123.97";"0";"530";"265";"10.5";"245.9";;"TEMPFOR";"OR";"US";"Cascade_Head_Experimental_Forest.pdf"
"CHEB";"No";"0";;;"Cheboygan";"http://www.cheboygan.org/";"45.6586";"-84.4778";"175";"185";"180";"6";"72";NULL;"ESTU";"MI";"US";
"CHI";"No";"0";;;"China Camp, California";"http://www.parks.ca.gov/?page_id=466";"38.0022";"-122.4631";"0";"0";"0";"15";"93";NULL;"WETLAND";"CA";"US";
"CHL";"No";"0";;"2008-04-04 13:16:00";"Coweeta Hydrologic Laboratory";"http://www.srs.fs.usda.gov/coweeta/";"35";"-83.5";"685";"1592";"1138.5";"13";"214";"http://coweeta.ecology.uga.edu/ecology/site_character.html";"TEMPFOR";"NC";"US";"Coweeta_Hydrologic_Laboratory.pdf"
"CHMEG";"No";"0";;;"C. Hart Merriam Elevation Gradient, San Francisco Peaks";"http://www.mpcer.nau.edu/gradient/";"35.53";"-111.61";"1540";"3676";"2608";NULL;"38.1";NULL;"TEMPFOR";"AZ";"US";
"CIFS";"No";"0";;;"Center for Integrated Farming Systems";"http://ltras.ucdavis.edu/";"38.543";"-121.872";"29";"29";"29";NULL;NULL;NULL;"AGRI";"CA";"US";
"CIRS";"No";"0";;;"Channel Islands Research Station";"http://www.werc.usgs.gov/chis/index.html";"34.246509";"-119.266529";NULL;NULL;NULL;NULL;NULL;NULL;"COASTAL-TEMP";"CA";"US";
"CL";"No";"0";;;"Challenge Experimental Forest";"http://www.fs.fed.us/psw/ef/challenge/";"39.466667";"-121.2166";"730";"1130";"930";NULL;"172.7";NULL;"TEMPFOR";"CA";"US";
"CLBS";"No";"0";;;"Cranberry Lake Biological Station";"http://www.esf.edu/CLBS";"44.222";"-74.837";NULL;NULL;NULL;NULL;NULL;NULL;"AQUATIC";"NY";"US";
"CLP";"No";"0";;;"Crater Lake National Park";"http://www.nps.gov/crla/";"42.93";"-122.12";"600";"2400";"1500";"3.3";"165";NULL;"ALPINE";"OR";"US";
"CMC";"No";"0";;"2008-04-14 12:18:00";"Campbell Creek Science Center";"http://www.blm.gov/ak/st/en/prog/sciencecenter.html";"61.15";"-149.9";"0";"1500";"750";"2.7";"40.1";;"TIAGA";"AK";"US";"Campbell_Creek_Watershed.pdf"
"CMSC";"No";"0";;;"Cedar Mountain Science Center";"http://www.suu.edu/sci/center";"37.6";"-113";NULL;NULL;NULL;NULL;NULL;NULL;"TEMPFOR";"UT";"US";
"CMUBS";"No";"0";;;"Central Michigan University Biological Station";"http://www.cst.cmich.edu/centers/cmubs/";"45.694";"-85.54";NULL;NULL;"230";"5.5";"81";NULL;"TEMPFOR";"MI";"US";
"CNC";"No";"0";;;"Cincinnati Nature Center";"http://www.cincynature.org/index2.asp";"39.129";"-84.253";"162";"235";"198.5";"11";"110";NULL;"TEMPFOR";"OH";"US";
"CNG";"No";"0";;"2008-04-04 19:15:33";"Comanche National Grasslands";"http://www.fs.fed.us/r2/psicc/coma/";"37.21";"-102.715";"1160";"1990";"1575";"12.8";"40";;"GRASS-SHRUB";"CO";"US";"Comanche_National_Grassland.pdf"
"CNSC";"No";"0";;;"Churchill Northern Studies Centre";"http://www.churchillscience.ca/";"58.73";"-93.82";NULL;NULL;NULL;NULL;NULL;NULL;"COASTAL-BOREAL";NULL;"CA";
"COEF";"No";"0";;;"Coulee Experimental Forest";"http://nrs.fs.fed.us/ef/locations/wi/coulee/";"43.8";"-91";NULL;NULL;NULL;"6.7";"86.4";NULL;"TEMPFOR";"WI";"US";
"COPR";"No";"0";;;"Coal Oil Point Reserve";"http://nrs.ucop.edu/Coal-Oil-Point.htm";"34.417";"-119.875";"0";"12";"6";"15";"44.5";NULL;"COASTAL-TEMP";"CA";"US";
"CORRE";"No";"0";;;"Center for Ohio River Research and Education";"http://www.thomasmore.edu/environmental/?group2=Environmental%20Science";"39.02";"-84.33";NULL;NULL;NULL;NULL;NULL;NULL;"AQUATIC";"KY";"US";
"CP";"No";"0";;;"Chipola Experimental Forest";"http://www.srs.fs.usda.gov/organization/exforest/";"30.4666666666667";"-85.26666";NULL;NULL;NULL;NULL;NULL;NULL;"TEMPFOR";"FL";"US";
"CPBS";"No";"0";;;"Cedar Point Biological Station";"http://cedarpoint.unl.edu/";"41.209";"-101.646";NULL;NULL;NULL;NULL;NULL;NULL;"PRAIRIE";"NE";"US";
"CPER";"No";"0";;"2008-04-04 19:04:20";"Central Plains Experimental Range";"http://www.ars.usda.gov/Main/docs.htm?docid=10724";"40.83";"-104.724";"1600";"1675";"1637.5";"8.5";"32.5";;"SHORTGRASS";"CO";"US";"Central_Plains_Experimental_Range.pdf"
"CPES";"No";"0";;"2008-04-11 09:56:02";"Coastal Plain Experiment Station";"http://www.msstate.edu/dept/cmrec/cpes/";"32.3214";"-89.1432";"116";"150";"133";NULL;NULL;;"PASTURE";"MS";"US";"Coastal_Plain_Experiment_Station.pdf"
"CPFS";"No";"0";;;"Cano Palma Field Station";"http://coterc.org/introduction.html";"10.5";"-83.5";NULL;NULL;NULL;NULL;NULL;NULL;"TROPFOR";NULL;"CR";
"CRC";"No";"0";;"2008-04-09 13:12:18";"Smithsonian Conservation and Research Center";"http://nationalzoo.si.edu/conservationandscience/default.cfm";"38.888";"-78.139";"250";"390";"320";NULL;NULL;;"TEMPFOR";"VA";"US";"Smithsonian_Conservation_and_Research_Center.pdf"
"CRCAES";"No";"0";;;"Citrus Research Center & Agricultural Experiment Station";"http://agops.ucr.edu/home.html";"33.968";"-117.349";NULL;NULL;"296";NULL;NULL;NULL;"AGRI";"CA";"US";
